pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse
"TYC 1422-614-1 c","TYC 1422-614-1",1,2,"Radial Velocity",2014,559.30000000000,12.50000000,3178.00000000
"BD-11 4672 b","BD-11 4672",1,2,"Radial Velocity",2014,1634.00000000000,14.10000000,206.58950000
"BD+49 828 b","BD+49 828",1,1,"Radial Velocity",2015,2590.00000000000,13.50000000,508.50000000
"HD 1666 b","HD 1666",1,1,"Radial Velocity",2015,270.00000000000,12.70000000,2040.00000000
"HD 67087 c","HD 67087",1,2,"Radial Velocity",2015,2374.00000000000,12.90000000,1540.00000000
"Kepler-268 b","Kepler-268",1,2,"Transit",2014,25.93413800000,2.55000000,7.04000000
"HATS-11 b","HATS-11",1,1,"Transit",2016,3.61918800000,18.03000000,263.79890000
"Kepler-47 c","Kepler-47",2,3,"Transit",2012,303.22700000000,4.65000000,3.17000000
"K2-4 b","K2-4",1,1,"Transit",2015,10.00341700000,2.10000000,5.06000000
"HD 175607 b","HD 175607",1,1,"Radial Velocity",2015,29.01000000000,,2456.17792930
"Kepler-772 b","Kepler-772",1,1,"Transit",2016,12.99207337000,1.82000000,3.97000000
"HD 27631 b","HD 27631",1,1,"Radial Velocity",2012,2198.14000000000,13.50000000,495.81231492
"HD 24064 b","HD 24064",1,1,"Radial Velocity",2015,535.59998000000,12.30000000,4096.82870000
"K2-21 c","K2-21",1,2,"Transit",2015,15.50192000000,2.49000000,6.76000000
"HD 98649 b","HD 98649",1,1,"Radial Velocity",2012,5384.00000000000,12.50000000,3082.93554790
"K2-9 b","K2-9",1,1,"Transit",2015,18.44980000000,2.25000000,5.69000000
"CoRoT-29 b","CoRoT-29",1,1,"Transit",2015,2.85057000000,10.08810000,270.15550000
"HATS-39 b","HATS-39",1,1,"Transit",2018,4.57763480000,17.59813000,200.23290000
"LkCa 15 b","LkCa 15",1,2,"Imaging",2015,,,
"HU Aqr AB c","HU Aqr",2,2,"Eclipse Timing Variations",2011,4368.00000000000,12.90000000,1430.23500000
"HD 164595 b","HD 164595",2,1,"Radial Velocity",2015,40.00000000000,4.16000000,16.14000000
"K2-8 b","K2-8",1,2,"Transit",2015,10.35239000000,3.58000000,12.50000000
"PH1 b","PH1",4,1,"Transit",2012,138.31700000000,6.18000000,169.00000000
"GJ 676 A e","GJ 676 A",2,4,"Radial Velocity",2012,35.47358000000,2.47000000,6.67439655
"BD+15 2940 b","BD+15 2940",1,1,"Radial Velocity",2013,137.48000000000,13.70000000,352.78000000
"SR 12 AB c","SR 12 AB",2,1,"Imaging",2010,,12.30000000,4131.62000000
"GJ 667 C e","GJ 667 C",3,5,"Radial Velocity",2013,62.24000000000,1.45000000,2.70000000
"tau Gem b","tau Gem",1,1,"Radial Velocity",2013,305.50000000000,12.10000000,6547.00000000
"GJ 667 C g","GJ 667 C",3,5,"Radial Velocity",2013,256.20000000000,1.99000000,4.60000000
"GJ 504 b","GJ 504",1,1,"Imaging",2013,,12.10569916,1271.30000000
"HD 159243 c","HD 159243",1,2,"Radial Velocity",2013,248.40000000000,13.40000000,603.90000000
"ROXs 12 b","ROXs 12",2,1,"Imaging",2013,,12.20000000,5085.00000000
"NGTS-14 A b","NGTS-14 A",2,1,"Transit",2021,3.53571730000,4.97679600,29.24036000
"Kepler-36 b","Kepler-36",1,2,"Transit",2012,13.86825000000,1.49800000,3.83000000
"Kepler-48 e","Kepler-48",1,5,"Radial Velocity",2014,982.00000000000,13.40000000,657.00000000
"HD 4203 c","HD 4203",1,2,"Radial Velocity",2014,6700.00000000000,13.30000000,689.66000000
"KOI-984 b","KOI-984",1,2,"Transit",2022,4.28817850000,4.30000000,17.10000000
"NGC 2682 YBP 401 b","NGC 2682 YBP 401",1,1,"Radial Velocity",2016,4.08700000000,14.30000000,146.20180000
"GJ 3998 b","GJ 3998",1,3,"Radial Velocity",2016,2.65033000000,1.39000000,2.50000000
"K2-239 b","K2-239",1,3,"Transit",2018,5.24000000000,1.10000000,1.37000000
"K2-233 d","K2-233",1,3,"Transit",2018,24.36810000000,2.36300000,10.30000000
"HD 110082 b","HD 110082",2,1,"Transit",2021,10.18271000000,3.20000000,10.30000000
"TOI-558 b","TOI-558",1,1,"Transit",2021,14.57407100000,12.17295304,1147.36054927
"K2-243 b","K2-243",1,2,"Transit",2018,11.54182000000,2.17000000,5.35000000
"K2-255 b","K2-255",1,1,"Transit",2018,1.96417000000,2.90000000,8.75000000
"K2-264 c","K2-264",1,2,"Transit",2018,19.66030200000,2.66800000,7.60000000
"HD 211810 b","HD 211810",1,1,"Radial Velocity",2018,1558.00000000000,14.00000000,212.94610000
"Kepler-262 c","Kepler-262",1,2,"Transit",2014,21.85372200000,1.64000000,3.33000000
"47 UMa d","47 UMa",1,3,"Radial Velocity",2009,14002.00000000000,13.50000000,521.22000000
"HD 145457 b","HD 145457",1,1,"Radial Velocity",2010,176.13000000000,13.20000000,888.01256916
"HD 183263 c","HD 183263",1,2,"Radial Velocity",2008,4667.97841000000,12.50000000,2958.98246917
"HD 156279 c","HD 156279",1,2,"Radial Velocity",2016,4818.25358000000,12.50000000,3098.82696825
"HD 72892 b","HD 72892",1,1,"Radial Velocity",2016,39.44603000000,12.80000000,1737.88572948
"HD 128356 b","HD 128356",1,1,"Radial Velocity",2016,298.20000000000,13.90000000,282.86870000
"HD 165155 b","HD 165155",1,1,"Radial Velocity",2016,434.50000000000,13.20000000,918.52870000
"Kepler-761 b","Kepler-761",1,1,"Transit",2016,10.12804789000,2.03000000,4.78000000
"2MASS J22362452+4751425 b","2MASS J22362452+4751425",1,1,"Imaging",2016,,12.30000000,3972.87500000
"CoRoT-21 b","CoRoT-21",1,1,"Transit",2012,2.72474000000,14.57170000,718.29580000
"HD 13167 b","HD 13167",1,1,"Radial Velocity",2018,2613.00000000000,13.10000000,1052.01730000
"WASP-177 b","WASP-177",1,1,"Transit",2019,3.07172200000,17.71022000,161.45764000
"LP 791-18 d","LP 791-18",1,3,"Transit",2023,2.75485000000,1.03200000,0.91000000
"K2-288 B b","K2-288 B",2,1,"Transit",2018,31.39346300000,1.90000000,4.27000000
"TOI-640 b","TOI-640",1,1,"Transit",2021,5.00377700000,19.27944680,181.16219199
"Gl 378 b","Gl 378",1,1,"Radial Velocity",2019,3.82200000000,3.66000000,13.02000000
"Kepler-766 b","Kepler-766",1,1,"Transit",2016,6.10027804000,3.39000000,11.40000000
"K2-107 b","K2-107",1,1,"Transit",2017,3.31395900000,15.98000000,266.97720000
"Kepler-780 b","Kepler-780",1,1,"Transit",2016,0.67737516400,0.89000000,0.64000000
"HD 39855 b","HD 39855",1,1,"Radial Velocity",2019,3.24980000000,2.85000000,8.50000000
"HD 92788 c","HD 92788",1,2,"Radial Velocity",2019,11611.29750000000,13.00000000,1166.43610000
"K2-224 b","K2-224",1,2,"Transit",2018,4.47904000000,1.56000000,3.05000000
"EPIC 205950854 c","K2-168",1,2,"Transit",2019,8.05072200000,1.31000000,2.27000000
"EPIC 206032309 b","EPIC 206032309",1,1,"Transit",2019,2.87814000000,1.01000000,1.01000000
"K2-228 b","K2-228",1,1,"Transit",2018,2.69828000000,1.21000000,1.92000000
"K2-229 b","K2-229",1,2,"Transit",2018,0.58421600000,1.00000000,2.55000000
"TYC 4282-00605-1 b","TYC 4282-00605-1",1,1,"Radial Velocity",2017,101.54000000000,12.40000000,3426.20740000
"HD 206255 b","HD 206255",1,1,"Radial Velocity",2019,96.04500000000,6.47000000,34.20000000
"Kepler-411 e","Kepler-411",2,4,"Transit Timing Variations",2018,31.50972800000,3.28000000,10.80000000
"psi1 Dra B b","psi1 Dra B",3,1,"Radial Velocity",2015,3117.00000000000,13.50000000,486.27990000
"Kepler-758 b","Kepler-758",1,4,"Transit",2016,12.10971040000,2.48000000,6.71000000
"Kepler-454 c","Kepler-454",2,3,"Radial Velocity",2015,524.19000000000,12.90000000,1433.40611557
"K2-128 b","K2-128",1,1,"Transit",2017,5.67581900000,1.42000000,2.60000000
"K2-129 b","K2-129",1,1,"Transit",2017,8.23949300000,1.04000000,1.12000000
"GJ 625 b","GJ 625",1,1,"Radial Velocity",2017,14.62800000000,1.49000000,2.82000000
"HATS-76 b","HATS-76",1,1,"Transit",2021,1.94164230000,12.09449018,835.57088200
"HATS-77 b","HATS-77",1,1,"Transit",2021,3.08762620000,13.05846252,436.69623122
"Wolf 1061 d","Wolf 1061",1,3,"Radial Velocity",2015,217.21000000000,2.69000000,7.70000000
"Wolf 1061 b","Wolf 1061",1,3,"Radial Velocity",2015,4.88690000000,1.21000000,1.91000000
"HD 34445 d","HD 34445",1,6,"Radial Velocity",2017,117.87000000000,6.07000000,30.70000000
"KELT-17 b","KELT-17",1,1,"Transit",2016,3.08017160000,17.09372500,416.35730000
"HD 113996 b","HD 113996",2,1,"Radial Velocity",2017,610.20000000000,12.70000000,2002.32900000
"HD 143105 b","HD 143105",1,1,"Radial Velocity",2016,2.19740000000,13.70000000,384.57430000
"HD 35759 b","HD 35759",1,1,"Radial Velocity",2016,82.46700000000,13.00000000,1195.04080000
"Pr0211 c","Pr0211",2,2,"Radial Velocity",2016,4850.00000000000,12.60000000,2475.89570000
"Kepler-65 e","Kepler-65",1,4,"Radial Velocity",2019,258.80000000000,13.90000000,260.00000000
"TOI-500 d","TOI-500",1,4,"Radial Velocity",2022,26.23300000000,6.35000000,33.12000000
"TOI-2109 b","TOI-2109",1,1,"Transit",2021,0.67247414000,15.09849700,1595.49860314
"HD 191806 b","HD 191806",1,1,"Radial Velocity",2016,1603.38923000000,12.50000000,2966.61035094
"BD+48 740 b","BD+48 740",1,1,"Radial Velocity",2018,733.00000000000,13.50000000,540.31100000
"K2-148 c","K2-148",2,3,"Transit",2018,6.92260000000,1.73000000,3.64000000
"K2-149 b","K2-149",1,1,"Transit",2018,11.33200000000,1.64000000,3.33000000
"KPS-1 b","KPS-1",1,1,"Transit",2018,1.70629100000,11.54527000,346.43470000
"V830 Tau b","V830 Tau",1,1,"Radial Velocity",2016,4.92700000000,14.00000000,222.48100000
"K2-233 b","K2-233",1,3,"Transit",2018,2.46758300000,1.31500000,2.40000000
"K2-211 b","K2-211",1,1,"Transit",2018,0.66956100000,1.33162691,2.33000000
"K2-221 b","K2-221",1,1,"Transit",2018,2.39909400000,1.67890272,3.46000000
"K2-215 b","K2-215",1,1,"Transit",2018,8.26964800000,2.12381238,5.16000000
"K2-217 b","K2-217",1,1,"Transit",2018,14.07452400000,3.57854073,12.50000000
"K2-183 d","K2-183",1,3,"Transit",2018,22.62034400000,2.30000000,5.90000000
"K2-163 b","K2-163",1,1,"Transit",2018,6.67311700000,2.46610713,6.65000000
"K2-162 b","K2-162",1,1,"Transit",2018,9.45889000000,1.44000000,2.67000000
"K2-205 b","K2-205",1,1,"Transit",2018,26.67226300000,1.99552771,4.64000000
"K2-204 b","K2-204",1,1,"Transit",2018,7.05590800000,3.17214154,10.20000000
"HD 224018 c","HD 224018",1,3,"Transit",2025,36.57669000000,2.42000000,10.40000000
"TOI-7510 b","TOI-7510",1,3,"Transit",2025,11.53086900000,7.31000000,18.10000000
"Kepler-37 d","Kepler-37",1,4,"Transit",2013,39.79226220000,2.03000000,2.00000000
"55 Cnc B b","55 Cnc B",2,7,"Radial Velocity",2025,6.79940000000,1.69000000,3.50000000
"55 Cnc B c","55 Cnc B",2,7,"Radial Velocity",2025,33.74700000000,2.16000000,5.30000000
"Kepler-281 c","Kepler-281",1,3,"Transit",2014,36.33737300000,5.31000000,161.12400000
"Kepler-451 c","2MASS J19383260+4603591",2,3,"Eclipse Timing Variations",2022,1460.00000000000,13.50000000,511.70373527
"Gl 49 b","Gl 49",2,1,"Radial Velocity",2019,13.85080000000,2.24000000,5.63000000
"Kepler-805 b","Kepler-805",1,1,"Transit",2016,30.86389310000,2.89000000,8.70000000
"HD 110113 b","HD 110113",1,2,"Transit",2021,2.54100000000,2.05000000,4.55000000
"Kepler-504 b","Kepler-504",2,1,"Transit",2016,9.54927542200,1.59000000,3.15000000
"Kepler-277 b","Kepler-277",1,2,"Transit",2013,17.32400000000,2.92000000,87.30000000
"HD 33844 c","HD 33844",1,2,"Radial Velocity",2015,916.00000000000,13.50000000,556.20250000
"HD 105779 b","HD 105779",1,1,"Radial Velocity",2022,2412.00000000000,14.10000000,203.41018048
"Kepler-814 b","Kepler-814",1,1,"Transit",2016,6.14698510000,2.12000000,5.14000000
"Kepler-798 b","Kepler-798",1,1,"Transit",2016,13.71933369000,2.39000000,6.30000000
"HD 69123 b","HD 69123",1,1,"Radial Velocity",2022,1193.30000000000,13.10000000,982.08977763
"TOI-1203 c","TOI-1203",1,4,"Radial Velocity",2025,13.07660000000,2.20000000,5.46000000
"TOI-1478 b","TOI-1478",1,1,"Transit",2021,10.18021170000,11.99360935,279.68899816
"Kepler-280 b","Kepler-280",1,2,"Transit",2014,2.13954200000,1.45000000,2.70000000
"LP 261-75 b","LP 261-75 A",1,1,"Imaging",2006,,12.10000000,6674.39654700
"Kepler-1859 c","Kepler-1859",1,2,"Transit",2023,3.59645081000,1.66000000,3.39000000
"TOI-1203 b","TOI-1203",1,4,"Radial Velocity",2025,4.15728880000,1.52000000,3.51000000
"HD 93385 d","HD 93385",1,3,"Radial Velocity",2021,45.85000000000,2.89000000,8.70000000
"Kepler-279 c","Kepler-279",1,4,"Transit",2013,35.73600000000,4.30000000,49.40000000
"HD 154088 b","HD 154088",1,1,"Radial Velocity",2021,18.56000000000,2.46000000,6.60000000
"Kepler-286 b","Kepler-286",1,4,"Transit",2014,1.79630200000,1.24000000,2.07000000
"Kepler-896 b","Kepler-896",1,2,"Transit",2016,144.54739600000,2.53000000,6.94000000
"HD 19615 b","HD 19615",1,1,"Radial Velocity",2022,402.00000000000,12.60000000,2701.54145950
"Kepler-809 b","Kepler-809",1,1,"Transit",2016,55.63934000000,3.01000000,9.32000000
"HD 29399 b","HD 29399",1,1,"Radial Velocity",2022,892.70000000000,13.50000000,498.99059899
"Kepler-788 b","Kepler-788",1,1,"Transit",2016,8.39846269000,2.55000000,7.04000000
"Kepler-1988 b","Kepler-1988",1,1,"Transit",2023,11.49500229000,1.53000000,2.96000000
"Kepler-1992 b","Kepler-1992",1,1,"Transit",2023,15.61122380000,0.91000000,0.69300000
"TOI-5713 b","TOI-5713",1,1,"Transit",2024,10.44198900000,1.77000000,3.78000000
"Kepler-1997 b","Kepler-1997",1,1,"Transit",2023,26.75758660000,2.28000000,5.82000000
"Kepler-818 b","Kepler-818",1,1,"Transit",2016,10.03538581400,5.11000000,22.90000000
"Kepler-463 b","Kepler-463",1,1,"Transit",2016,8.98101683300,3.05000000,9.53000000
"Kepler-799 b","Kepler-799",1,2,"Transit",2016,133.46052350000,6.88000000,37.90000000
"Kepler-139 d","Kepler-139",1,5,"Transit",2023,7.30569992200,1.69500000,2.00000000
"Kepler-65 b","Kepler-65",1,4,"Transit",2012,2.15491000000,1.42000000,2.40000000
"HD 208487 b","HD 208487",1,1,"Radial Velocity",2004,129.36000000000,14.30000000,146.20106722
"Kepler-1643 b","Kepler-1643",1,1,"Transit",2016,5.34265700000,2.32000000,5.99000000
"Kepler-80 e","Kepler-80",1,6,"Transit",2014,4.64489000000,1.60000000,4.13000000
"Kepler-1672 b","Kepler-1672",1,1,"Transit",2020,150.87800000000,2.97022762,9.11000000
"Kepler-82 d","Kepler-82",1,5,"Transit",2014,2.38296100000,1.77000000,885.09800000
"Kepler-1162 c","Kepler-1162",1,2,"Transit",2023,59.28406400000,1.81000000,3.93000000
"Kepler-1229 b","Kepler-1229",1,1,"Transit",2016,86.82898900000,1.40000000,2.54000000
"Kepler-1837 b","Kepler-1837",1,1,"Transit",2021,5.90608978300,2.06673842,4.92000000
"Kepler-406 b","Kepler-406",1,2,"Transit",2014,2.42629000000,1.43000000,6.35000000
"Kepler-1855 b","Kepler-1855",1,1,"Transit",2021,0.72733098300,1.21620500,1.96000000
"Kepler-446 b","Kepler-446",1,3,"Transit",2015,1.56540900000,1.50000000,2.86000000
"Kepler-231 b","Kepler-231",1,2,"Transit",2014,10.06527500000,1.73000000,35.40000000
"Kepler-1232 b","Kepler-1232",1,1,"Transit",2016,26.78391830000,1.93000000,4.38000000
"Kepler-1168 b","Kepler-1168",1,1,"Transit",2016,55.82265390000,2.50000000,6.80000000
"Kepler-1680 b","Kepler-1680",1,1,"Transit",2020,8.77424000000,1.35954736,2.42000000
"Kepler-1831 b","Kepler-1831",1,1,"Transit",2021,5.78387022000,1.97019818,4.54000000
"Kepler-201 c","Kepler-201",1,2,"Transit",2014,151.88405800000,2.85000000,8.50000000
"Kepler-1785 b","Kepler-1785",1,1,"Transit",2021,19.58550072000,2.70422447,7.77000000
"Kepler-1152 b","Kepler-1152",1,1,"Transit",2016,1.64680190800,0.87000000,0.59000000
"Kepler-175 c","Kepler-175",1,2,"Transit",2014,34.03525700000,3.10000000,9.80000000
"Kepler-1296 b","Kepler-1296",1,1,"Transit",2016,8.38398650000,0.91000000,0.69300000
"Kepler-1345 b","Kepler-1345",1,1,"Transit",2016,44.61695570000,2.36000000,6.17000000
"Kepler-1798 b","Kepler-1798",1,1,"Transit",2021,16.85589981000,2.30911251,5.94000000
"Kepler-1187 b","Kepler-1187",1,1,"Transit",2016,18.87064068000,2.61000000,7.32000000
"Kepler-430 b","Kepler-430",1,2,"Transit",2015,35.96800000000,3.25000000,10.60000000
"Kepler-385 c","Kepler-385",1,3,"Transit",2014,15.16316100000,3.04000000,13.20000000
"Kepler-1716 b","Kepler-1716",1,1,"Transit",2021,35.58100128000,2.42476850,6.46000000
"Kepler-1113 b","Kepler-1113",1,1,"Transit",2016,42.30049540000,2.81000000,8.30000000
"Kepler-60 b","Kepler-60",1,3,"Transit",2012,7.13340000000,1.71000000,4.19000000
"Kepler-104 d","Kepler-104",2,3,"Transit",2014,51.75539400000,3.58000000,5.54022107
"Kepler-100 b","Kepler-100",1,4,"Transit",2014,6.88734000000,1.34000000,4.01000000
"Kepler-1190 b","Kepler-1190",1,1,"Transit",2016,10.45843441000,1.33000000,2.33000000
"Kepler-1823 b","Kepler-1823",1,1,"Transit",2021,21.10339928000,2.08612680,5.00000000
"Kepler-1833 b","Kepler-1833",1,1,"Transit",2021,6.89212989800,1.30027362,2.24000000
"Kepler-1211 b","Kepler-1211",1,1,"Transit",2016,11.01816836000,2.55000000,7.04000000
"Kepler-1685 b","Kepler-1685",1,1,"Transit",2020,20.49050000000,2.57673985,7.16000000
"Kepler-182 b","Kepler-182",1,2,"Transit",2014,9.82579200000,2.58000000,7.18000000
"Kepler-514 b","Kepler-514",2,1,"Transit",2016,5.65179605000,1.72000000,3.61000000
"Kepler-515 b","Kepler-515",2,1,"Transit",2016,19.96371318000,1.46000000,2.73000000
"Kepler-1143 b","Kepler-1143",1,2,"Transit",2016,2.88890484900,1.67000000,3.43000000
"Kepler-110 c","Kepler-110",1,2,"Transit",2014,31.71977500000,2.21000000,5.52000000
"Kepler-1088 b","Kepler-1088",1,1,"Transit",2016,23.12748644000,1.42000000,2.60000000
"Kepler-362 c","Kepler-362",1,2,"Transit",2014,37.86628100000,1.45000000,2.70000000
"Kepler-1145 b","Kepler-1145",1,1,"Transit",2016,3.97076766000,1.40000000,2.54000000
"Kepler-1242 b","Kepler-1242",1,1,"Transit",2016,13.62798432000,2.26000000,5.73000000
"KOI-2513.01","KOI-2513",1,1,"Transit",2023,19.00547000000,2.80224517,7310.05336100
"Kepler-1302 b","Kepler-1302",1,1,"Transit",2016,8.83922659000,1.43000000,2.63000000
"Kepler-401 b","Kepler-401",1,3,"Transit",2014,14.38303500000,1.71000000,3.57000000
"K2-338 b","K2-338",1,1,"Transit",2021,3.85061400000,1.03000000,1.08000000
"Kepler-1691 b","Kepler-1691",1,1,"Transit",2020,3.84820000000,1.83470985,4.02000000
"Kepler-1193 b","Kepler-1193",1,1,"Transit",2016,2.83265213400,1.32000000,2.30000000
"Kepler-144 c","Kepler-144",1,2,"Transit",2014,10.10466500000,1.35000000,2.39000000
"Kepler-519 b","Kepler-519",2,1,"Transit",2016,24.30789460000,2.10000000,5.06000000
"Kepler-167 d","Kepler-167",2,4,"Transit",2016,21.80379000000,1.23800000,2.06000000
"Kepler-395 c","Kepler-395",1,2,"Transit",2014,34.98926200000,1.32000000,2.30000000
"Kepler-206 b","Kepler-206",1,3,"Transit",2014,7.78198700000,1.20000000,1.87000000
"Kepler-1091 b","Kepler-1091",1,1,"Transit",2016,1.43474156400,1.46000000,2.73000000
"Kepler-380 b","Kepler-380",1,2,"Transit",2014,3.93082100000,1.19000000,1.81000000
"Kepler-1267 b","Kepler-1267",1,1,"Transit",2016,13.03139450000,3.01000000,9.32000000
"Kepler-1282 b","Kepler-1282",1,1,"Transit",2016,2.13194651300,1.55000000,3.02000000
"Kepler-1353 b","Kepler-1353",1,1,"Transit",2016,24.75439660000,1.80000000,3.89000000
"Kepler-116 c","Kepler-116",1,2,"Transit",2014,13.07163000000,2.30000000,5.90000000
"Kepler-145 b","Kepler-145",1,2,"Transit",2013,22.95100000000,2.65000000,37.10000000
"Kepler-403 b","Kepler-403",1,3,"Transit",2014,7.03146200000,1.25000000,2.10000000
"Kepler-957 b","Kepler-957",1,1,"Transit",2016,5.90741353700,5.50000000,25.90000000
"Kepler-85 b","Kepler-85",1,4,"Transit",2012,8.30000000000,1.77800000,1.84000000
"Kepler-36 c","Kepler-36",1,2,"Transit",2012,16.21865000000,3.67900000,7.13000000
"Kepler-510 b","Kepler-510",1,1,"Transit",2016,19.55659418000,2.47000000,6.66000000
"Kepler-1250 b","Kepler-1250",1,1,"Transit",2016,2.60754383400,1.92000000,4.35000000
"TOI-1634 b","TOI-1634",2,2,"Transit",2021,0.98934551000,1.75900000,4.90000000
"Kepler-285 c","Kepler-285",1,2,"Transit",2014,6.18667600000,1.12000000,1.46000000
"Kepler-161 c","Kepler-161",1,2,"Transit",2014,7.06424000000,2.05000000,3.61000000
"Kepler-187 b","Kepler-187",1,2,"Transit",2014,4.93886400000,1.41000000,2.57000000
"Kepler-1880 b","Kepler-1880",1,1,"Transit",2021,6.30921983700,2.11686218,5.13000000
"Kepler-367 b","Kepler-367",1,2,"Transit",2014,37.81572400000,1.30000000,2.24000000
"Kepler-384 b","Kepler-384",1,2,"Transit",2014,22.59705300000,1.12000000,1.46000000
"Kepler-1842 b","Kepler-1842",1,1,"Transit",2021,14.02639961000,2.35388681,6.14000000
"Kepler-172 d","Kepler-172",1,4,"Transit",2014,14.62711900000,2.25000000,5.69000000
"Kepler-1272 b","Kepler-1272",1,1,"Transit",2016,51.13097040000,2.37000000,6.21000000
"KMT-2021-BLG-0171L b","KMT-2021-BLG-0171L",1,1,"Microlensing",2022,,3.35000000,11.20000000
"Kepler-1312 b","Kepler-1312",1,2,"Transit",2016,5.44832528600,2.10000000,5.06000000
"Kepler-1336 b","Kepler-1336",1,2,"Transit",2016,23.19868100000,1.98000000,4.58000000
"Kepler-1829 b","Kepler-1829",1,1,"Transit",2021,5.18671989400,2.47887001,6.71000000
"Kepler-1313 b","Kepler-1313",1,1,"Transit",2016,3.83309117800,1.76000000,3.75000000
"Kepler-114 d","Kepler-114",1,3,"Transit",2013,11.77600000000,2.53000000,3.90000000
"Kepler-293 c","Kepler-293",1,2,"Transit",2014,54.15574300000,3.83000000,14.00000000
"Kepler-370 c","Kepler-370",1,2,"Transit",2014,19.02293000000,1.91000000,4.31000000
"Kepler-1142 b","Kepler-1142",1,1,"Transit",2016,18.30272480000,1.47000000,2.76000000
"Kepler-1808 b","Kepler-1808",1,1,"Transit",2021,23.34040070000,3.02511302,9.40000000
"Kepler-1682 b","Kepler-1682",1,1,"Transit",2020,14.83340000000,2.88940836,8.70000000
"Kepler-1811 b","Kepler-1811",1,1,"Transit",2021,76.42230225000,3.84829873,14.10000000
"Kepler-1885 b","Kepler-1885",1,1,"Transit",2021,2.52255988100,1.51110555,2.89000000
"Kepler-349 c","Kepler-349",1,2,"Transit",2014,12.24762900000,1.96000000,4.50000000
"Kepler-1155 b","Kepler-1155",1,1,"Transit",2016,33.46974300000,2.03000000,4.78000000
"Kepler-481 b","Kepler-481",1,1,"Transit",2016,10.06082567000,2.50000000,6.80000000
"KMT-2021-BLG-0119L b","KMT-2021-BLG-0119L",1,1,"Microlensing",2022,,12.80000000,1754.41280664
"KMT-2022-BLG-0440L b","KMT-2022-BLG-0440L",1,1,"Microlensing",2023,,4.05000000,15.40000000
"Kepler-1163 b","Kepler-1163",1,1,"Transit",2016,6.11786898000,1.03000000,1.08000000
"Kepler-530 b","Kepler-530",2,1,"Transit",2016,39.30941904000,3.01000000,9.32000000
"Kepler-292 b","Kepler-292",1,5,"Transit",2014,2.58082700000,1.32000000,2.30000000
"Kepler-1816 b","Kepler-1816",1,1,"Transit",2021,91.50099945000,1.96793970,4.53000000
"Kepler-1819 b","Kepler-1819",1,1,"Transit",2021,16.48690033000,3.90351256,14.50000000
"Kepler-85 d","Kepler-85",1,4,"Transit",2014,17.91323000000,1.20000000,8.69679000
"TOI-3984 A b","TOI-3984 A",2,1,"Transit",2023,4.35332600000,7.90000000,44.00000000
"Kepler-100 e","Kepler-100",1,4,"Radial Velocity",2023,60.88858800000,5.27000000,24.14271827
"Kepler-357 d","Kepler-357",1,3,"Transit",2014,49.49987500000,3.43000000,11.60000000
"Kepler-1692 b","Kepler-1692",1,1,"Transit",2020,5.95966000000,1.11177184,1.42000000
"Kepler-1678 b","Kepler-1678",1,1,"Transit",2020,147.97400000000,3.30422249,10.90000000
"Kepler-1390 b","Kepler-1390",1,1,"Transit",2016,6.48021673000,1.18000000,1.76000000
"Kepler-355 b","Kepler-355",1,2,"Transit",2014,11.03189000000,1.46000000,2.73000000
"Kepler-331 b","Kepler-331",1,3,"Transit",2014,8.45749600000,1.82000000,3.97000000
"Kepler-350 c","Kepler-350",1,3,"Transit",2013,17.84900000000,3.10000000,6.10000000
"Kepler-55 c","Kepler-55",1,5,"Transit",2012,42.15164180000,2.21000000,69.80000000
"2MASS J11011926-7732383 b","2MASS J11011926-7732383",1,1,"Imaging",2024,,11.90000000,8899.19539600
"HIP 77900 b","HIP 77900",1,1,"Imaging",2024,,12.10000000,6674.39654700
"Kepler-1370 b","Kepler-1370",1,2,"Transit",2016,20.26416840000,1.84000000,4.04000000
"Kepler-417 b","Kepler-417",1,2,"Transit Timing Variations",2014,12.33100000000,2.31000000,11.00000000
"UCAC4 328-061594 b","UCAC4 328-061594",1,1,"Imaging",2024,,12.10000000,6674.39654700
"UCAC3 113-933 b","UCAC3 113-933",1,1,"Imaging",2024,,12.10000000,6674.39654700
"Kepler-363 c","Kepler-363",1,3,"Transit",2014,7.54242700000,1.69000000,66.40000000
"Kepler-1032 b","Kepler-1032",1,1,"Transit",2016,3.29011795300,1.87000000,4.16000000
"HD 48948 b","HD 48948",1,3,"Radial Velocity",2024,7.34013000000,2.06000000,4.88000000
"HD 48948 d","HD 48948",1,3,"Radial Velocity",2024,151.92000000000,3.24000000,10.59000000
"Kepler-272 b","Kepler-272",1,3,"Transit",2014,2.97135300000,1.43000000,78.00000000
"TIC 241249530 b","TIC 241249530",2,1,"Transit",2024,165.77190000000,13.29385111,1582.78546686
"Kepler-1375 b","Kepler-1375",1,1,"Transit",2016,3.30041920000,1.74000000,3.68000000
"Kepler-125 c","Kepler-125",1,2,"Transit",2014,5.77446400000,0.74000000,0.33000000
"Kepler-1130 d","Kepler-1130",2,3,"Transit",2021,4.27225017500,0.64472273,0.20200000
"TOI-4443.01","TOI-4443",1,1,"Transit",2024,1.84985670000,1.71932650,3.60000000
"Kepler-1059 b","Kepler-1059",1,1,"Transit",2016,3.76419104800,1.73000000,3.64000000
"Kepler-237 b","Kepler-237",1,2,"Transit",2014,4.71510600000,1.41000000,2.57000000
